0,1
Christmas Dreams,"['Conrad Sager', 'Francesca Flamminio', 'Daniel Venini', 'Julia Erickson', 'Vinny Celeiro', 'Carl Clemons-Hopkins', 'Greg Giovanni', 'Christopher Fleming', 'Amanda Schoonover', 'Forrest McClendon', 'Janet Pilla', 'John H. Alvarez', 'Sergio Alvarez', 'Alexandra Banks-Kenny', 'Samantha Barczak', 'Gina-Marie Battista', 'Rachel Beiswenger', 'Victoria Black', 'Ryan Blackson', 'David Blatt', 'Michele Bongiorni', 'Megan Bridge', 'Beada Briglia', 'Alianna K. Buck', 'Corinna Burns', 'Darby Burroughs', 'Judith Buten', 'Jane Martha Caldwell', 'Alice Cao', 'Luis Carlotta', 'Ashley Chapman', 'Ashley Chapman', 'Cameron Childs', 'Renn Clark', 'Philomena Cortese', 'Philomena Cortese', 'Alex Crozier-Jackson', 'Caitlin Currin', 'Adrianna de Svastich', 'Yosbel Delgado-Hernandez', 'Sophia Demers', 'Mike Dennis', 'Ray Duvall', 'Eyakeno Ekpo', 'Carter Erickson', 'Charlotte Erickson', 'Jesse Lee Erickson', 'Cynitha Fanda', 'Maya Felten', 'Jeanine J. Fennal', 'Lucero Figueroa', 'Christopher Foehl', 'Nathan Foley', 'Melissa Elizabeth Forgione', 'Jake Fragalli', 'Jessica Frazier', 'Brendan Gawel', 'Mariah Getty', 'Ginger Graham', 'Skye Graham', 'Danielle Grosso', 'Steve Gutin', 'Rachel Haas-Gutin', 'Barbra Bianco Hagan', 'Joseph C. Hagan', 'Ashley Elizabeth Hatten', 'Alexander Sasha J. Herrmann', 'David W. Hiott', 'Maya Hippens', 'Natalie Hirshorn', 'Ralph Hirshorn', 'Jim Hollenbaugh', 'Annabelle L. Hough', 'Oliver J. Hough', 'Victoria Janos', 'Donna Jenkins', 'Terry Jones', 'Matt Josbena', 'Klajdi Kasemi', 'Barry Kerollis', 'Jenny Rose Kineavy', 'Martin Walter Kineavy', 'Tricia Koch', 'Emilie Krause', 'Alex Kregar', 'Lydia Krull', 'Mia Lamb', 'Julia Lamon', 'Julie Lamon', 'James Laster', 'Rachelle A. Lowe', 'Julianna Macgregor', 'Elizabeth Madden-Zibman', 'M. Madison', 'Angela Bates Majewski', 'Jessica Marino', 'Marlin', 'Mary Martello', 'Cody Vaughn Martin', 'Jahad Nyzeem Martin', 'Olivia Grace Maurer', 'Shannon McCormick', 'Grace McGinn', 'Ethan McGinnis', 'Rocky McGinnis', 'Tantri McGinnis', 'Jenny Sally Melvin', 'Jamie Lynn Meyer', 'Stephanie Michael', 'Kate K. Milo', 'Christina Mims', 'Liz Monroe', 'Christina Monteleone', 'Georgia Morris', 'Danielle Mosley', 'Camille Moten', 'Tom Nicklas', 'Sam Nocella', 'Elaine Norcross', 'Barbara Noska', ""Kathryn O'Mara"", ""Molly O'Mara"", 'Reginald D. Oliver', 'Elizabeth Pahides', 'Lizzy Pahides', 'Giovanni Lucca Palandrani', 'Joanna Pfeiffer', 'Alyson Ruth Pray', 'Freya Price', 'Peter Price', 'Tristan Price', 'Cathy Quinn', 'Suzanne B. Repasky', 'Angela Riccetti', 'Kevin Richards', 'Leah Robertson', 'Wendy Rosenfield', 'Katharine Schellman', 'Courtney Schumacher', 'Cora Marie Sfida', 'Aaron Shapiro', 'Catherine Shapiro', 'Leslie Shapiro', 'Samantha Shepherd', 'Aubrey Sherretta', 'Dillon Anthony Shifferly', 'Timothy Sloan', 'Phep Chi Son', 'Kevin Sorbo', 'Janet Sorly', 'Andrea G. Staffin', 'Mel Staffin', 'Simone Stancil', 'Danielle Standifer', 'Barbara Sturges', 'Geraldine Suanders', 'Amy Sullivan', 'Jennifer Summerfield', 'Don Thomas', 'Roger William Thorpe', 'Jill Towson', 'Antonia Trip', 'Tanina Marie Urbanski', 'Judy Uris', 'Ivan Vila', 'Mauri Walton', 'Erica Foehl Weihermuller', 'Gemma Weihermuller', 'Lauren Putty White', 'Jacob Dillon Wong', 'Linda Deitrich Wong', 'Robin Wyatt', 'Jennifer Yaru', 'Mike Zaleski', 'Dan Zibman']"
Ann Jillian,"['Ann Jillian', 'Lisa Rieffel', 'Zachary Rosencrantz', 'Amy Lynne', 'Chantal Rivera-Batisse', 'Cynthia Harris', 'Noble Willingham', 'Jeff Bollow', 'Jerry Dexter', 'Brian Krause', 'Lance Wilson-White', 'Kamie Harper', 'Jeffrey Bollow', 'Mary Broussard', 'Kelly Connell', 'Peggy Faracy', 'Sav Farrow', 'Sam Freed', 'Steven M. Gagnon', 'Dabbs Greer', 'Mary Harper', 'Mitch Kreindel', 'Laurel Schaefer', 'David James Alexander', 'Steve Bean', 'Adam Biesk', 'Roy Brocksmith', 'Kathleen Coyne', 'David Doyle', 'Leslie Easterbrook', 'Ed Evanko', 'Yvette Freeman', 'Marcy Goldman', 'Max Grodénchik', 'Brian Haley', 'James Haskins', 'James Henriksen', 'Earl Johnson', 'Ron Kapra', 'Jane Kean', 'Bruce Kirby', 'Ben Kronen', 'Nobu McCarthy', 'Gary McGurk', 'Rebecca McLaughlin', 'Patricia Michel', 'R.J. Miller', 'D. David Morin', 'Bennett Ohta', 'Rick Overton']"
Love Me No More,"['Albert Dupontel', 'Marie-Josée Croze', 'Pierre Vaneck', 'Cristiana Réali', 'Mathias Mlekuz', 'Claire Nebout', 'François Marthouret', 'Anne Loiret', 'José Paul', 'Daphné Bürki', 'Samuel Labarthe', 'Jean Dell', 'Guillaume de Tonquédec', 'Xavier Gallais', 'Stéphan Wojtowicz', 'Marie-Christine Adam', 'Niall Mac Eachmharcaigh', 'Annick Alane', 'Thierry Liagre', 'Marine Laporte', 'Titouan Laporte', 'Mario Pecqueur', 'Alessandra Martines', 'Jesse Morris']"
Marvel Rising: Initiation,"['Dove Cameron', 'Tyler Posey', 'Dee Bradley Baker', 'Kathreen Khavari', 'Kamil McFadden', 'Milana Vayntrub', 'Chloe Bennet', 'Grey Griffin', 'Skai Jackson', 'Max Mittelman', 'Tara Strong', 'Steven Weber', 'Ashleigh Crystal Hairston']"
How to Get Girls,"['Chris Elliott', 'David Koechner', 'Kate Flannery', 'Chris Kattan', 'Brian Anthony Wilson', 'Meghan Roberts', 'Peter Patrikios', 'Max Davis', 'Jacqueline Gansky', 'Maxim Swinton', 'Reece Ennis', 'Isaac J. Conner', 'Aaron Latta-Morissette', 'Lyman Chen', 'Mellisa Goodwin', 'Michael Mattera', 'Amy Morse', 'JaQuinley Kerr', 'Zachary Sage', 'Sophia Zalipsky', 'Zachary T. Robbins', 'Omri Dorani', 'Joseph D Fisher', 'Sarah Elizabeth Giles', 'Andy Riddle', 'Alexander Jameson', 'Maya Danzig', 'George Williams', 'Zack Beyer', 'Danna Friedberg', 'Michael Marchese', 'Sarah Golden', 'Lenny Steinline', 'Mykey Cooper', 'Grace Lee', 'Katherine Caruso', 'Mariela Pepin', 'Melissa De Leon', 'Nick Raffaele', 'Kash Goins', 'Martin Cervantez', 'Danielle Strauss', 'Lou Morey', 'Lizzie Winter', 'Lisa Tobias', 'Dom Howe', 'Jamie Soltis', 'Mateo Charriez', 'Jack Rudegeair', 'Ding Saysana', 'Richard Purcell', 'Alice Pogorelov', 'Brett Felgoise', 'Leah Rosiello', 'Crystal Haring', 'Emily Winslow Dougherty', 'Stephanie Tabas', 'Mario Vivas', 'Mekhi Cooper', 'Patrick Romano', 'Adam Griffith', 'Brett Felgoise', 'Nikki Rose Rosado', 'Jessica Nelisa', 'Amanda Marie', 'Anna Ross', 'Rachel Protheroe']"
Please Don't Date Him,"['Song Ha-Yoon', 'Joon-Young Lee', 'Bo-mi Yoon', 'Min-Jung Gong', 'Min-sung Jung', 'Kyung-il Kim', 'Tae-Gyeom Kim', 'Nam Min-Woo', 'Han-Sol Park', 'Kim Hyun-Myung', 'Mal-Geum Kang', 'Joo Woo Jae', 'Lee Si-hoon', 'Ki-ri Kim', 'In-gi Jeong', 'Hwang Young-Hee', 'Hong Yoon Hwa', 'Hyeong-don Jeong', 'Lee Ji-Ha', 'Moo-Song Lee', 'Sa-yeon Noh', 'Kang Sung-Chan', 'Daniel Joey Albright', 'Park Sun-a']"
Evil Genius,"['Judy Ho', 'Tim Friedlander', 'Jon Douglas Rainey']"
Lovin' Molly,"['Anthony Perkins', 'Beau Bridges', 'Blythe Danner', 'Edward Binns', 'Susan Sarandon', 'Conard Fowkes', 'Claude Traverse', 'John Henry Faulk', 'Marilyn Burns', 'Richard Ray Lee', 'Paul A. Partain']"
A Foolish Love,"['Betty Livanou', 'Aris Retsos', 'Giorgos Siskos', 'Dora Volanaki', 'Dimitris Poulikakos', 'Lazaros Andreou', 'Erika Broyer', 'Sofia Aliberti', 'Konstantinos Tzoumas', 'Themis Manesis', 'Nanouka Mavreli', 'Andreas Vaios', 'Nikos Garofallou', 'Spyros Bibilas', 'Rania Photiou', 'Nicos Ziagos', 'Soula Karayorgi', 'Mei Sevastopoulou', 'Zoi Voudouri', 'Dina Giannakou', 'Nikos Stavropoulos']"
Avengers: Infinity War Demastered,"['Riley Byrnes', 'Garrett Kirby', 'Trevor Remeyer', 'William Campisano', 'Sophie Nenninger', 'Dylan Avillanoza', 'Gunnar Steele', 'Andrew Guthary', 'Olivia Drury', 'Sophie Lombardo', 'Evan Gordon', 'Roger Young', 'Ashley Wathen', 'Ryan Poppenhagen', 'Kianna Hedmann', 'Oliver Armstrong', 'Zachary Byrnes', 'Jackie Stuckey', 'Caleb Verrall', 'Ty Sterling', 'Connor Kline', 'Lauren Stevens', 'Stone Burgan', 'Dominic Andraos', 'Sam Buscemi', 'Cole Casazza', 'Brandon McDonald', 'Alexander Besanceney', 'Makenna Green', 'Scott Dorhout', 'Kenny Maddox', 'Kiku Yoneda', 'Annika Green', 'Lauren Witkowski', 'Sabrina Jones', 'Skyler Branom', 'Anders Hosek', 'Mazen Ghosn', 'Nicholas Ushiyama', 'Lexi James', 'Sarah Glick', 'Jeff Wind']"
Yo ho ho,"['Kiril Variyski', 'Viktor Chouchkov', 'Iliya Penev', 'Anani Anev', 'Sonya Djulgerova', 'Kirill Kavadarkov', 'Georgi Bakhchevanov', 'Trifon Dzhonev', 'Boris Lukanov', 'Rut Spasova', 'Vasil Stoychev', 'Boyka Velkova', 'Rumen Dimitrov', 'Yordanka Lyubenova', 'Vladimir Yochev', 'Milko Zhelyazkov', 'Tanya Vuchkova', 'Akinuale Odzhutalayo', 'Nguen Van Fo', 'Galina Nenova', 'Antoaneta Bobchevska', 'Valentin Nedialkov', 'Nikolay Stanev', 'Krasimir Kodzhabashev', 'Yuriy Glavashki']"
I Will Walk Like a Crazy Horse,"['Gerard Borlant', 'Jean Chalon', 'François Chatelet', 'Raoul Curet', 'Marie France', 'Luc Guérin', 'Vincent Lo Monaco', 'Antoine Marin', 'Hachemi Marzouk', 'Pedro Meca', 'Myriam Mézières', 'Camilo Otero', 'Marco Perrin', 'Emmanuelle Riva', 'George Shannon', 'Charlotte', 'Michel Sosiewicz', 'Bernard Largemains', 'Louis Baudier', 'Thereza', 'Arlette Thomas', 'Claude Villaret', 'Christian Zeymert', 'Edwin Broyer']"
There Used to Be a Me,['Alfred Molina']
Extraordinary Escapes,"['Sandi Toksvig', 'Jessica Hynes', 'Alison Steadman', 'Prue Leith', 'Sindhu Vee']"
Union Jack,"[""Sam O'Hara-Childs"", 'Simon Cleary', 'Jasmine Knight', 'Mark Garvey', 'Chris Punter', 'Maureen Roche', 'Rachel Cuthill', 'Alice Phillipson', 'Tom Gillson', 'Callum Oakaby-Wright', 'Akar Faraj', 'Scott Robinson', 'Bertie Grundy', 'Victoria Markham', 'Lizzie Byers', 'Chris Nicholls', 'Paul Ludlow', 'Tom Gibbs', 'Phil Dickson-Earle', 'Paul Woodcock', 'Camille Krieg', 'Rob Ellingham', 'Reuben Block', 'Francesco Di Ilio', 'Michael Cladder', 'Ross Herbert', 'Jheryl Stewart', 'Ewan Jones', 'Cameron Oakaby Wright', 'Dan Yellop', 'Lucy Luton', 'Chris Brown', 'Alex Kosky', 'Greg Campbell', 'Bill Hooper', 'Heather Neely', 'Edward Gillson', ""Stuart O'Connor"", 'Adam Joyce', 'Keir Husband', 'Steve Finan', 'Surinder Juneja', 'Andromada Mystic', 'Anna-Lena Schwär', 'Teri Stanford-Fox', 'Bill Dowd', 'Thomas Hurst', 'Nathan Loughran', 'Harry May', 'Shane Harrison']"
Dead Babies,"['Paul Bettany', 'Katy Carmichael', 'Hayley Carr', 'Charlie Condou', 'Alexandra Gilbreath', 'William Marsh', 'Kris Marshall', 'Andy Nyman', 'Cristian Solimeno', 'Olivia Williams', 'David Soloman', 'Lane Lesley', 'Ashley Portland', 'Ann Stewart', 'Ambrose', 'Edward Starkey', 'Ann Fraser', 'Tom Skippings', 'Richard Strange', 'Elaine Ives-Cameron', 'David Pryce-Jones', 'Vic Childes', 'Bill Childes', 'Tim Fordham', 'Duncan Brown', 'Jake Nightingale', 'Denzil Kilvington', 'Chris Power', 'Alice Dawson', 'Jonathan Magnanti', 'Eric MacLennan', 'Karin Ostensson', 'Glenn Wrage', 'Saltz']"
Love at 16,"['Giorgos Gerontidakis-Sempetadelis', 'Markella Pappa', 'Giorgos Lazarides', 'Meletis Rapaj', 'Tasos Rapaj', 'Elias Tsikos', 'Vangelis Nikolaou', 'Spyros Panayiotopoulos', 'Betty Valassi', 'Vasilis Andreopoulos', 'Dina Mihailidou', 'Antonis Loudaros', 'Stefanos Iatridis', 'Petros Xekoukis', 'Deniz Baltsavia', 'Anet Papathanasiou', 'Vangelis Dimitriou', 'Eftihia Fanarioti', 'Elias Stratakos', 'Mihail Giannikakis', 'Kyriaki Gaspari', 'Apostolos Tsironis', 'Efstathia Prassa', 'Eleni Anagnostopoulou', 'Foteini Anagnostopoulou', 'Maria Anagnostopoulou', 'Ioli Andreadi', 'Antonia Bantouna', 'Haralabos Delligiannis', 'Eleni Diamanti', 'Hristos Diamantis', 'Nondas Dimitrakopoulos', 'Maria Dimoula', 'Stamata Dokou', 'Mihalis Drakopoulos', 'Hristina Drouga', 'Antonis Filis', 'Giorgos Georgoulopoulos', 'Giannis Giannopoulos', 'Miltos Giourgis', 'Labros Gotsis', 'Natassa Gousa', 'Orfeas Haralabous', 'Alexandros Henton', 'Vicky Kakoni', 'Lena Kalaitzi', 'Eleni Kalatzopoulou', 'Agathi Kaltsa', 'Napoleon Kanellopoulos', 'Giannis Karabas', 'Hristos Karagiannis', 'Giorgos Karoutzos', 'Hrysov. Karvouniari', 'Tasos Kollintzogiannakis', 'Athanasia Koulaki', 'Hristos Kousoulas', 'Vangelis Koutselinis', 'Marigo Lourida', 'Georgios Louridas', 'Xenofondas Lykas', 'Stathis Makris', 'Christina Mathea', 'Stefania Mavria', 'Angeliki Meli', 'Panagiotis Merkouris', 'Takis Merkouris', 'Giorgos Mitropoulos', 'Aristotelis Neofotistos', 'Karolos Neofotistos', 'Ilias Oikonomou', 'Vasilis Panousis', 'Tryfon Panousopoulos', 'Efth. Paraskevopoulou', 'Angelos Parhas', 'Giorgos Parhas', 'Vasilis Parhas', 'Savvas Pashalides', 'Giorgos Pefanis', 'Hristos Peponis', 'Gioula Petsa', 'Foto Proimou', 'Sofia Siola', 'Panagiotis Siolas', 'Georgia Stamati', 'Kalliopi Takaki', 'Labros Theodorelos', 'Marina Theodorelou', 'Nikos Thomopoulos', 'Dimitris Triantis', 'Ioanna Trikovitch', 'Nikos Tsakouris', 'Tryfon Tsarouhas', 'Theodoros Tsiolis', 'Paraskevi Vardounioti', 'Vasilis Vilos', 'Kostas Vlahokyriakos', 'Georgia Xourafi', 'Har. Zafeiropoulos', 'Hrysanthi Zafeiropoulou', 'Aristeidis Zavos', 'Dimitris Zavos', 'Mitsos Zavos', 'Takis Zavos', 'Thodoris Zavos', 'Foteini Zavou', 'Sofia Zavou', 'Dimitris Ziaziaris']"
Mozart's Sister,"['Marie Féret', 'Marc Barbé', 'Delphine Chuillot', 'David Moreau', 'Clovis Fouin', 'Lisa Féret', 'Valentine Duval', 'Adèle Leprêtre', 'Mona Heftre', 'Salomé Stévenin', 'Julien Féret', 'Nicolas Giraud', 'Océane Jubert', 'Arthur Tos', 'René Féret', 'Benjamin Couture', 'Grégoire Girard', 'Jorge Tomé', 'Frédéric Hulne', 'Samuel Cahu', 'Dominique Marcas', 'Hugues Viallon', 'Mathieu Serrano', 'Brice Sailly', 'Jean Rouzaud', 'Michel Rousseau', 'Manuel Metzger', 'Stéphane Manent', 'Fréréric Maindive', 'Jean-Philippe Kuzma', 'Renaud Guieu', 'François Gélin', 'Julien Dahonneville', 'Laurent Chatel', 'Martin Blondeau', 'Emmanuel André', 'María Cebrián', 'Morgane Collomb', 'Emmanuel Besnault']"
Elvis Found Alive,"['Celeste Yarnall', 'Jon Burrows', 'Joel Gilbert', 'Ann-Margret', 'Bill Ayers', 'Joan Baez', 'The Beatles', 'Milton Berle', 'Chuck Berry', 'Bill Bixby', 'Gail Brewer-Giorgio', 'Nicolas Cage', 'Bill Clinton', 'Sammy Davis Jr.', 'Bernardine Dohrn', 'Bob Dylan', 'Joe Esposito', 'Sam Giancana', 'George Harrison', 'Jimi Hendrix', 'Michael Jackson', 'Lyndon B. Johnson', 'Tom Jones', 'Martin Luther King', 'John Lennon', 'Little Richard', 'Paul McCartney', 'George Nichopoulos', 'Richard Nixon', 'Barack Obama', 'Lee Harvey Oswald', 'Debra Paget', 'Tom Parker', 'Elvis Presley', 'Gladys Presley', 'Lisa Marie Presley', 'Priscilla Presley', 'Vernon Presley', 'Dan Rather', 'Ronald Reagan', 'Frank Sinatra', 'Ringo Starr', 'Ed Sullivan']"
A Cube of Sugar,"['Reza Kianian', 'Negar Javaherian', 'Farhad Aslani', 'Saeed Poursamimi', 'Parivash Nazarieh', 'Rima Raminfar', 'Asghar Hemmat', 'Hedayat Hashemi', 'Amirhossein Arman', 'Puneh Abdolkarim-Zadeh', 'Negar Abedi', 'Shamsi Fazlollahi', 'Sheida Khaligh', 'Baran Kosari', 'Rooholah Mofidi', 'Soheyla Razavi', 'Ahmad Yavari Shad', 'Mohammad R. Zadsorour']"
Marvel Studios: Assembling a Universe,"['Axel Alonso', 'Victoria Alonso', 'Hayley Atwell', 'Jeffrey Bell', 'Shane Black', 'Geoff Boucher', 'Kenneth Branagh', 'Stephen Broussard', 'Dan Buckley', 'Dominic Cooper', ""Louis D'Esposito"", 'Vin Diesel', 'Robert Downey Jr.', 'Chris Evans', 'Jon Favreau', 'Kevin Feige', 'Alan Fine', 'Clark Gregg', 'James Gunn', 'Chris Hardwick', 'Chris Hemsworth', 'Maximiliano Hernández', 'Tom Hiddleston', 'Jason Hillhouse', 'Samuel L. Jackson', 'Scarlett Johansson', 'Joe Johnston', 'Craig Kyle', 'Jeremy Latcham', 'Meghan Leon', 'Louis Leterrier', 'Jeph Loeb', 'Anthony Mackie', 'Christopher Markus', 'George R.R. Martin', 'Stephen McFeely', 'Jeff McNiel', 'Nate Moore', 'Tom Morello', 'Bobby Moynihan', 'Gwyneth Paltrow', 'Drew Pearce', 'Eric Pearson', 'Chris Pratt', 'Joe Quesada', 'Robert Redford', 'Jeremy Renner', 'Mark Ruffalo', 'Anthony Russo', 'Joe Russo', 'Sebastian Stan', 'Maurissa Tancharoen', 'Alan Taylor', 'Emily VanCamp', 'Ming-Na Wen', 'Jed Whedon', 'Joss Whedon', 'David Wiese', 'Brad Winderbaum', 'Edgar Wright']"
Vangeliya,"['Karina Razumovskaya', 'Evgeniy Knyazev', 'Ekaterina Molokhovskaya', 'Nikolay Mutafchiev', 'Velizar Binev', 'Alissa Atanassova', 'Aleksandr Novitskiy', 'Elena Yakovleva', 'Natalia Nikolaeva', 'Irina Rakhmanova']"
Engineering Disasters,"['Tom Cotcher', 'Phil Derner', 'Jim Record', 'Jeff Wise', 'Ron Davis', 'Robert Halstead', 'David Schanoes', 'Michael Bruno', 'Marco Castaldi', 'Peter Amato', 'Richard Burke', 'Marjorie Cook', 'Adam Dershowitz', 'Maxine Lubner', 'Troy Morgan', 'Walt Nadolny', 'Rick Royce', 'Gus Ubaldi', 'Alex Washburn', 'Patrick Abulencia', 'Kenneth Bacon', 'Charles Barringer', 'J. Bret Bennington', 'Bill Blake', 'Robert Brehm', 'Adrian Brugger', 'David Campbell', 'Patrick Carr', 'Kartik Chandran', 'Rick Comeau', 'Glenn Corbett', 'Arlin Crotts', 'S.E. Cupp', 'Tom Daly', 'Charles Devore', 'Charles Dinges', 'Marc Eberhard', 'Greg Elrod', 'Brandon Fisher', 'Katie Frassinelli', 'David George-Cosh', 'Ramon Gilsanz', 'Paul Gossen', 'Michael Graber', 'Pat Grimm', 'David Hodges', 'Michael Horodniceanu', 'John Hunyadi', 'Charles Jennings', 'Chris Jones']"
The Kid Super Power Hour with Shazam!,"['Maylo McCaslin', 'Barry Gordon', 'Dawn Jeffory', 'Burr Middleton', 'Norm Prescott', 'Alan Oppenheimer', 'Lou Scheimer', 'John Berwick', 'Christopher Hensel', 'Rebecca Perle', 'Linda Gary', 'Erika Scheimer', 'Jere Fields', 'Jim Greenleaf', 'Johnny Venokur']"
Voyage of Terror: The Achille Lauro Affair,"['Burt Lancaster', 'Eva Marie Saint', 'Renzo Montagnani', 'Joseph Nasser', 'Rebecca Schaeffer', 'Brian Bloom', 'Dominique Sanda', 'Bernard Fresson', 'Yossi Ashdot', 'Jochen Horst', 'Maurizio Benazzo', 'Gabriele Ferzetti', 'Robert Culp', 'Adriana Innocenti', 'Robert Sommer', 'Saïd Amadis', 'Alessandra Casella', 'Cosimo Fusco', 'Fabio Sartor', 'Roberto Sbaratto', 'Cyrus Elias', 'Francis Nerone', 'Gisella Mathews', 'Frances Nacman', 'Consuelo Pascali', 'Franco Trevisi', 'Gianni Demartiis', 'Martin Dansky', 'Bill Eldershaw', 'Franco Fantasia', 'Laura Fuino', 'Roberto Lagonigro', 'Emidio La Vella', 'Carla Lombardi', 'Massimo Mesciulam', 'Paolo Paoloni', 'Angelo Pellegrino', 'Pietro Sarubbi', 'Francesco Tola', 'Joseph Queen', 'Gwendolyn Bucci', 'David L. Thompson']"
Die schwarzen Brüder,"['Fynn Henkel', 'Moritz Bleibtreu', 'Waldemar Kobus', 'Richy Müller', 'Oliver Ewy', 'Can Schneider', 'Javidan Imani', 'Jasper Smets', 'Sergen Ecin', 'Max Damisi', 'Andreas Warmbrunn', 'Ciro de Chiara', 'Ruby O. Fee', 'Robin Gorges', 'Julian Graupner', 'David Hürten', 'Ivd Immanuel Kortlang', 'Rafael Koussouris', 'Leonardo Nigro', 'Nedjo Osman', 'Alena Pfanz', 'Jürgen Rißmann', 'Margherita Schoch', 'Catrin Striebeck', 'Sabine Timoteo', 'Leni Wesselman', 'Peter Brachschoss', 'Ingeborg Vehlen']"
Kamen Rider × Super Sentai: Super Hero Taisen,"['Masahiro Inoue', 'Kimito Totani', 'Tatsuhito Okuda', 'Shu Watanabe', 'Riho Takada', 'Sôta Fukushi', 'Ryûki Takahashi', 'Fumika Shimizu', 'Ryô Yoshizawa', 'Rikako Sakata', 'Jastine Tomimori', 'Shiho', 'Shion Tsuchiya', 'Rina Akiyama', 'Kenjirô Ishimaru', 'Toshihiko Seki', 'Kôji Yusa', 'Masaki Terasoma', 'Kenichi Suzumura', 'Ryôta Ozawa', 'Yûki Yamada', 'Mao Ichimichi', 'Kazuki Shimizu', 'Yui Koike', 'Junya Ikeda', 'Katsuhiro Suzuki', 'Ryôma Baba', 'Arisa Komiya', 'Tatsuhisa Suzuki', 'Kazuo Hayashi', 'Tomokazu Seki', 'Yûdai Chiba', 'Ryosuke Sakamoto', 'Tetsu Inada', 'Takahiro Fujimoto', 'Hirofumi Tanaka', 'Naoki Imamura', 'Hideo Ishikawa', 'Ibuki', 'Asaya Kimijima', 'Hiroaki Iwanaga', 'Mark Okita', 'Tsuyoshi Koyama', 'Takeshi Sasaki', 'Akira Kushida', 'Hidekatsu Shibata', 'Shinji Ogawa', 'Hirofumi Nojima', 'Nobuo Tobita', 'Hideyuki Hori', 'Noriko Fujioka', 'Moka Kodama', 'Fuka Nishihira', 'Hideo Sakaki', 'Naoto Takahashi', 'Hiromi Takeuchi', 'Tôru Ômura']"
Roque Santeiro,"['Lima Duarte', 'José Wilker', 'Regina Duarte', 'Ary Fontoura', 'Maurício Mattar', 'Eloísa Mafalda', 'Lucinha Lins', 'Armando Bógus', 'Cássia Kis', 'Fábio Jr.', 'Yoná Magalhães', 'Paulo Gracindo', 'Alexandre Frota', 'João Carlos Barroso', 'Célia Cruz', 'Ivan de Almeida', 'José de Freitas', 'Cininha de Paula', 'Manoel Eliziário', 'Edwiges Gama', 'Vera Manhães', 'Lú Mendonça', 'Dhu Moraes', 'Adelaide Palete', 'Tonico Pereira', 'Denny Perrier', 'Antonio Pitanga', 'Ely Reis', 'Gabriela Serra', 'Angela Tornatori', 'Vanda Alves', 'Fernando Amaral', 'Othon Bastos', 'Dedina Bernardelli', 'Gabriela Bicalho', 'Lídia Brondi', 'Dennis Carvalho', 'Cláudio Cavalcanti', 'Cláudia Costa', 'Bruno César', 'Nelson Dantas', 'Edyr de Castro', 'Ewerton de Castro', 'Ísis de Oliveira', 'Maurício do Valle', 'Malick dos Santos', 'Regina Dourado', 'Elizângela', 'Clara Farjado', 'Jorge Fernando']"
Live with Lil! AGENTS OF SHIELD,"['Elizabeth Henstridge', 'Zachary Abel', 'Jeff Ward', 'Chloe Bennet', 'Maurissa Tancharoen', 'Jed Whedon', 'Emily Gumal', 'Clark Gregg', 'Brett Dalton', 'Ann Foley', 'Thomas E. Sullivan', 'Ming-Na Wen', 'Paul Zbyszewski', 'Garry A. Brown', 'Enver Gjokaj', 'Joel Stoffer', 'Dianne Doan', 'Mark Kolpack', 'Nick Blood', 'Iain De Caestecker', 'Jaimie Alexander', 'B.J. Britt', 'Laura Seay', 'Nina Lopez-Corrado', 'Jesse Bochco', 'Monica Owusu-Breen', 'Drew Z. Greenberg', 'Eli Gonda', 'Warren Drummond', 'Reed Diamond', 'Christine Adams', 'J. August Richards', 'Louis Ozawa', 'Matt Mullins', 'Craig Titley', 'Billy Gierhart', 'Pascale Armand', 'Aprill Winney', 'Jeffrey Bell', 'Brent Fletcher', 'Nora Zuckerman', 'Denise Anderson Poore', 'Sharla Oliver', 'Keith Potter', 'Cobie Smulders', 'Amy Acker', 'Adrian Pasdar', 'Maya Stojan', 'Simon Kassianides', 'Ron Underwood']"
The Greatest Miracle,"['Chris Marlowe', 'Christopher Corey Smith', 'Raúl Solo', 'Alan García', 'Owen Zingus', 'Luis Armando Ávila Costa', 'Ezra Weisz', 'Alfredo Ernesto Torres Nuñez', 'Michael Sorich', 'Joana Brito', 'Barbara Goodson', 'JB Blanc', 'Emilio Guerrero', 'Erica Edwards', 'Dorothy Elias-Fahn', 'Raúl Alberto Anaya Lunas', 'Jaime Seibert', 'Ricardo Omar Ceceña de la Ree', 'Bryce Papenbrook', 'Bryan Brems', 'Ernesto Casillas Ángeles', 'Richard Epcar', 'José Luis Miranda', 'Erin Fitzgerald', 'María Victoria Burgoa Novoa', 'Mari Devon', 'Tere Tamayo', 'Dave Miles', 'Ángela Villanueva Vargas', 'Gregorio Nuñez Aguileta', 'Jay Kasten', 'Gisella Tonaya Ramírez Pastelin', 'Roberta Berenice Vega Téllez', 'Magdalena Tenorio Fuentes', 'Julián Lavat Guinea', 'Erick Salinas Mejía', 'Raymundo Armijo Ugalde']"
Moebius Redux: A Life in Pictures,"['Enki Bilal', 'Philippe Druillet', 'H.R. Giger', ""Jean 'Moebius' Giraud"", 'Alejandro Jodorowsky', 'Jim Lee', 'Stan Lee', 'Mike Mignola', ""Dan O'Bannon""]"
